Keyword;Position;Previous Position;Search Volume;CPC;Url;Traffic;Traffic (%);Competition;Keyword Difficulty;Intents;Trends
do you get paid to foster a dog;8;8;110;0.79;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.03;24.00;1;0.78,0.78,0.50,0.78,1.00,0.50,0.78,1.00,1.00,0.78,0.78,0.78
tax relief for foster carers;6;6;110;1.37;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;2;0.01;0.25;16.00;1;0.64,0.64,0.78,0.78,0.64,1.00,1.00,0.64,0.64,0.64,0.78,0.78
fostering leeds;8;8;210;9.44;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-leeds/;2;0.01;0.71;16.00;2;0.43,1.00,0.81,0.81,1.00,1.00,0.65,0.65,0.53,0.53,0.65,0.65
weekend fostering pay;7;7;90;2.11;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;2;0.01;0.62;15.00;1;0.78,1.00,0.78,0.64,0.78,0.78,0.50,0.35,0.35,0.28,0.35,0.28
fostering agency west midlands;7;7;110;0.00;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/midlands/;2;0.01;0.00;16.00;0;0.64,0.64,0.64,0.64,0.52,0.82,0.52,1.00,0.64,0.52,0.52,0.52
uk fostering;5;5;390;5.24;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;2;0.01;0.27;45.00;2;0.30,0.30,0.30,0.24,0.24,0.20,0.24,0.24,0.24,0.24,0.24,0.20
be a foster parent;8;8;110;5.25;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;2;0.01;0.61;23.00;1;0.52,0.52,0.80,1.00,0.80,0.66,0.52,0.42,0.33,0.33,0.33,0.33
foster care glasgow;4;4;90;7.46;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-glasgow/;2;0.01;0.66;12.00;2;0.34,0.28,0.34,0.28,0.28,0.21,0.21,0.28,0.21,0.34,0.34,0.34
kent fostering;5;5;210;6.06;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-kent/;2;0.01;0.64;16.00;2;0.35,0.28,0.35,0.44,1.00,0.35,0.28,0.35,0.11,0.28,0.18,0.15
what is a therapeutic foster home;6;6;110;1.80;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/therapeutic-fostering/;2;0.01;0.57;6.00;1;0.09,0.09,0.80,1.00,1.00,0.80,1.00,0.42,0.33,0.33,0.33,0.23
foster care allowances;10;10;260;2.01;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;2;0.01;0.57;19.00;1;0.88,0.17,0.26,0.17,0.26,0.21,0.21,0.14,0.11,0.17,0.48,0.17
becoming a foster parent uk;4;4;210;6.88;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;2;0.01;0.69;28.00;1;0.34,1.00,1.00,1.00,0.65,0.65,0.53,0.43,0.34,0.34,0.43,0.43
adoption vs foster;8;8;110;0.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;2;0.01;0.12;11.00;0,1;0.08,0.15,0.23,1.00,0.11,0.11,0.08,0.11,0.08,0.08,0.05,0.06
fostering as a single parent;4;4;90;4.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;2;0.01;0.42;6.00;1;0.28,0.35,0.28,0.28,0.35,0.35,0.28,0.12,0.10,0.10,0.05,0.02
foster care allowance;10;10;1300;2.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.63;28.00;1;0.41,0.66,0.54,0.54,0.66,0.41,0.54,0.41,0.41,0.30,0.36,0.36
how do you foster a child;7;7;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;2;0.01;0.00;28.00;1;0.23,0.52,0.52,0.64,0.64,1.00,0.64,0.64,1.00,0.82,0.82,0.82
fostering age limit uk;6;6;90;1.47;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/is-there-an-age-limit-for-fostering/;2;0.01;0.57;10.00;1;0.52,0.33,0.42,0.52,0.66,0.42,0.33,0.42,0.52,0.42,0.33,0.33
fostering agencies in wolverhampton;7;7;110;0.00;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-wolverhampton/;2;0.01;0.00;11.00;2;0.52,0.64,0.52,0.64,0.52,0.64,0.64,1.00,0.64,0.64,0.64,0.52
average age of foster child uk;9;9;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/is-there-an-age-limit-for-fostering/;2;0.01;0.00;22.00;1;0.65,1.00,0.80,0.80,0.42,0.26,0.34,0.42,0.34,0.26,0.34,0.26
glasgow fostering;5;5;90;6.42;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-glasgow/;2;0.01;0.67;14.00;0;0.78,0.78,0.64,0.64,0.50,0.50,0.50,0.50,0.64,1.00,0.78,0.64
foster carers allowance taxable;2;2;210;1.62;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;2;0.01;0.21;16.00;1;0.43,0.18,0.29,0.81,0.66,0.66,0.66,0.81,0.29,0.35,0.22,0.29
pay for fostering;9;9;140;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.57;22.00;1;0.80,0.65,0.65,0.53,0.34,0.34,0.42,0.26,1.00,0.19,1.00,0.26
private foster agencies;2;2;90;7.60;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;2;0.01;0.80;39.00;0;0.64,0.64,1.00,0.78,0.50,0.07,0.78,0.50,1.00,0.35,0.64,0.50
reward chart for behavior;8;8;140;0.29;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;2;0.01;1.00;30.00;1;0.53,0.65,0.43,0.65,0.43,0.53,0.21,0.53,0.43,0.28,0.28,0.34
glasgow foster care;3;3;110;7.46;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-glasgow/;2;0.01;0.66;16.00;2;0.66,0.33,0.52,0.80,0.66,0.33,0.52,0.42,0.33,0.52,0.52,0.52
respite foster carer pay;6;6;110;2.41;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;2;0.01;0.63;10.00;1;0.64,1.00,1.00,0.82,0.82,1.00,0.82,0.52,0.41,0.41,0.52,0.52
why foster care;3;3;90;1.93;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;2;0.01;0.13;18.00;1;0.09,0.42,0.52,0.80,0.80,0.80,0.52,0.52,0.23,0.23,0.33,0.23
can you adopt a foster child;9;9;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;2;0.01;0.00;16.00;1;0.78,0.78,0.78,0.78,0.64,1.00,0.78,0.64,0.78,0.78,0.64,0.78
can single people foster;4;4;170;3.13;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;2;0.01;0.52;8.00;1;0.28,0.43,0.53,0.53,0.66,1.00,0.53,0.43,0.28,0.23,0.23,0.23
foster care home;6;6;170;2.92;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/;2;0.01;0.39;21.00;0;0.53,0.81,1.00,1.00,0.43,0.53,0.43,0.53,0.28,0.34,0.34,0.28
fostering in glasgow;3;3;90;6.42;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-glasgow/;2;0.01;0.67;10.00;1;0.78,0.64,0.64,0.78,1.00,0.50,0.50,0.50,0.64,0.50,0.78,0.78
private fostering allowance;7;7;110;2.03;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.33;23.00;1;0.02,0.07,0.15,0.19,0.19,0.15,0.19,0.12,0.03,0.05,0.10,0.12
fostering agencies yorkshire;4;4;90;8.10;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/north/;2;0.01;0.55;8.00;0;0.41,0.82,0.82,0.64,0.52,0.64,0.52,0.41,0.29,0.29,0.41,0.41
fostering asylum seekers;7;7;110;3.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/fostering-unaccompanied-children/;2;0.01;0.66;9.00;1;0.00,0.05,0.05,0.04,0.05,0.05,0.07,0.07,0.04,0.05,0.04,0.03
staying put foster care;5;5;90;2.67;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/staying-put/;2;0.01;0.17;8.00;1;0.64,0.64,0.64,0.64,0.64,0.52,0.64,0.41,0.41,0.52,0.52,0.52
fostering nottinghamshire;5;5;110;9.01;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-nottingham/;2;0.01;0.76;21.00;1;0.33,1.00,1.00,0.80,0.52,0.66,0.52,0.33,0.33,0.33,0.33,0.42
how to go about fostering;6;6;110;9.66;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;2;0.01;0.66;34.00;1;0.09,0.42,0.42,0.66,1.00,0.66,0.66,0.42,0.42,0.52,0.42,0.42
do you get paid for dog fostering;9;9;110;1.54;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.02;26.00;1;0.64,0.41,0.41,0.41,0.41,0.64,0.82,0.82,0.64,0.64,0.64,1.00
fostering allowance per week;11;11;390;1.41;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.51;18.00;1;0.44,0.66,0.81,0.66,0.81,1.00,0.54,0.81,0.54,0.66,0.54,0.54
foster parent salary;2;2;170;2.04;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.53;24.00;1;0.65,0.65,1.00,1.00,0.65,0.65,0.65,0.53,0.65,0.53,0.42,0.53
fostering agencies uk;4;4;110;5.77;https://www.nationalfosteringgroup.co.uk/;2;0.01;0.80;57.00;0;0.01,0.03,0.03,0.13,0.24,0.16,0.10,0.06,0.05,0.03,0.03,0.05
fostering means;3;3;110;1.82;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;2;0.01;0.03;41.00;1;0.02,0.15,0.15,0.10,0.19,0.15,0.15,0.12,0.12,0.07,0.05,0.05
autism spectrum disorder;46;46;8100;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/what-are-autism-spectrum-disorders-autism-explained/;2;0.01;0.33;92.00;1;0.29,0.24,0.29,0.29,0.29,0.19,0.24,0.19,0.24,0.19,0.13,0.16
national fostering agency nfa;1;1;90;3.53;https://www.nationalfosteringgroup.co.uk/;2;0.01;0.53;28.00;2;0.66,0.33,0.52,0.33,0.42,0.42,0.33,0.42,0.42,0.42,0.33,0.33
foster parents meaning;12;12;390;2.64;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;2;0.01;0.11;34.00;1;0.54,0.81,1.00,0.81,0.81,0.81,0.81,1.00,0.66,0.66,0.66,0.81
fostering in cardiff;4;4;110;14.32;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-cardiff/;2;0.01;0.41;14.00;0;0.01,0.23,0.23,0.19,0.29,0.23,0.15,0.12,0.09,0.15,0.15,0.15
how much do respite foster carers get paid;7;7;140;2.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.58;16.00;1;0.26,0.42,0.80,1.00,0.53,0.34,0.53,0.53,0.34,0.42,0.42,0.42
fostering home;6;6;110;3.39;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/;2;0.01;0.34;33.00;0;0.42,0.80,1.00,0.80,0.26,0.26,0.19,0.19,0.15,0.34,0.19,0.15
leeds fostering;6;6;110;9.44;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-leeds/;2;0.01;0.71;15.00;2;0.41,1.00,0.82,0.82,0.82,1.00,0.82,0.52,0.52,0.52,0.41,0.52
fostering west midlands;10;10;390;11.58;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-wolverhampton/;2;0.01;0.05;17.00;1;0.28,0.66,0.81,0.66,0.81,0.66,1.00,0.81,1.00,0.66,0.66,0.66
fostering in leeds;6;6;110;9.44;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-leeds/;2;0.01;0.71;13.00;0;0.14,1.00,1.00,0.80,0.66,0.52,0.52,0.42,0.66,0.42,0.52,0.42
apply for foster care;9;9;170;21.21;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;2;0.01;0.75;12.00;1;0.22,0.29,1.00,0.43,0.29,0.35,0.35,0.22,0.29,0.29,0.22,0.29
how to become a foster carer uk;3;3;210;6.36;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;2;0.01;0.70;26.00;1;0.65,0.65,0.65,1.00,0.80,0.80,0.65,0.80,0.80,0.80,0.65,0.80
children fostering;5;5;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;2;0.01;0.00;33.00;1;0.42,0.42,0.42,0.42,0.66,0.80,1.00,0.52,0.52,0.42,0.52,0.42
children in foster care;6;6;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;2;0.01;0.00;28.00;1;0.52,1.00,1.00,0.82,0.82,0.64,1.00,1.00,0.52,0.52,0.05,0.82
fostering essex;3;3;320;5.57;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-essex/;2;0.01;0.63;16.00;2;0.35,1.00,0.66,0.66,0.66,0.66,0.54,0.44,0.44,0.35,0.35,0.44
therapeutic training for foster carers;1;1;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/therapeutic-fostering/;2;0.01;0.43;14.00;1;0.14,0.64,0.78,0.64,0.78,1.00,0.78,1.00,1.00,1.00,0.78,0.78
foster family training;10;10;260;3.25;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;2;0.01;0.36;12.00;1;0.36,0.12,0.23,1.00,0.66,0.54,0.44,0.44,0.23,0.23,0.15,0.15
hx5 9de;9;9;110;0.00;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/north/;2;0.01;0.01;9.00;1;0.52,0.52,0.52,0.66,0.33,0.52,0.52,0.52,0.52,0.42,0.42,0.42
how do you foster;7;7;210;7.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/short-term-fostering/;2;0.01;0.62;30.00;1;0.53,0.53,0.53,1.00,0.53,0.53,0.53,0.53,0.43,0.53,0.28,0.43
fostering south london;1;1;110;0.00;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/london-south/;2;0.01;0.20;13.00;1;0.11,0.41,0.52,0.82,1.00,1.00,1.00,0.82,0.82,1.00,0.64,0.64
trauma bonding meaning;17;17;880;0.39;https://www.nationalfosteringgroup.co.uk/news-and-blog/what-is-a-trauma-bond-and-how-can-it-affect-children-and-young-people/;2;0.01;0.01;53.00;1;0.36,0.54,0.24,0.41,0.54,0.36,0.24,0.36,0.24,0.54,0.20,0.20
fostering in wales;6;6;320;7.07;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/wales/;2;0.01;0.61;22.00;2;0.18,0.66,0.66,0.44,0.54,0.66,1.00,0.81,0.54,0.44,0.54,0.54
fosters jobs;10;10;170;4.36;https://www.nationalfosteringgroup.co.uk/careers/;2;0.01;0.46;11.00;0;1.00,1.00,0.80,0.80,0.80,0.66,0.33,0.66,0.66,0.66,1.00,0.66
how much do foster carers get;4;4;210;1.61;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.54;21.00;1;0.43,0.81,0.81,0.81,0.65,1.00,1.00,0.53,0.53,0.65,0.34,0.43
foster care worker;7;7;110;3.79;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/support-worker/;2;0.01;0.51;16.00;1;0.15,0.43,0.81,0.65,0.28,0.21,0.21,0.21,0.21,0.21,0.15,0.15
single parent fostering;8;8;110;5.50;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;2;0.01;0.51;8.00;1;0.33,0.52,0.66,0.66,0.80,1.00,0.52,0.66,0.14,0.19,0.19,0.23
paid to foster parent;3;3;260;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;2;0.01;0.57;25.00;1;0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,1.00,0.00,0.30,0.00
fostering dudley;5;5;140;9.59;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-dudley/;1;0.00;0.25;16.00;1;0.11,0.42,0.53,0.53,1.00,0.65,0.65,0.65,0.53,0.53,0.42,0.80
foster care vs adoption;9;9;320;0.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;1;0.00;0.12;9.00;0;0.23,0.28,0.35,0.66,1.00,1.00,0.66,0.66,0.23,0.35,0.35,0.35
can i be a foster carer;7;7;90;9.43;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.73;18.00;1;0.41,0.41,0.41,0.52,0.52,1.00,0.82,0.64,0.64,0.41,0.52,0.29
foster care jobs;12;12;390;3.76;https://www.nationalfosteringgroup.co.uk/careers/;1;0.00;0.55;17.00;0;0.54,0.81,1.00,1.00,0.66,0.66,0.44,0.66,0.54,0.44,0.66,0.54
fostering in kent;4;4;260;5.61;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-kent/;1;0.00;0.53;28.00;2;0.28,0.66,0.35,0.44,0.81,0.81,0.54,0.35,0.44,0.23,0.28,0.28
fostering in cornwall;5;5;110;5.81;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-devon-and-cornwall/;1;0.00;0.73;14.00;2;0.11,1.00,1.00,0.82,0.82,0.82,0.82,0.52,0.29,0.17,0.52,0.52
fostering derby;4;4;170;8.02;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-derby/;1;0.00;0.48;22.00;1;0.43,0.65,0.53,0.53,0.65,0.65,0.53,0.53,0.43,0.53,0.34,0.34
how to foster;21;21;720;6.90;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.54;27.00;1;0.23,0.81,0.81,1.00,1.00,1.00,1.00,0.81,0.67,0.81,0.67,0.67
fostering process;9;9;390;4.91;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.52;12.00;1;0.28,0.81,1.00,0.81,0.66,0.81,0.81,0.66,0.66,0.54,0.18,0.18
foster care support;7;7;170;2.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.25;31.00;1;0.28,1.00,1.00,0.81,0.53,0.65,0.65,0.65,0.53,0.53,0.34,0.34
foster carers pay;10;10;210;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.57;21.00;1;1.00,0.54,0.54,0.43,0.54,0.43,0.43,0.35,0.29,0.29,0.29,0.35
foster england;20;20;1300;5.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.60;57.00;1;1.00,0.84,0.11,0.68,0.84,0.52,0.68,0.68,0.84,0.84,0.84,0.37
foster care coventry;3;3;210;7.72;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-coventry/;1;0.00;0.66;21.00;2;0.43,0.53,0.53,0.53,0.53,0.53,0.43,1.00,0.82,0.53,0.66,0.28
fostering a child;14;14;480;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;1;0.00;0.00;39.00;1;0.24,0.36,0.30,0.30,0.30,0.30,0.30,0.30,0.24,0.36,0.30,0.30
rewards charts;10;10;140;0.23;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;1;0.00;1.00;17.00;1;0.14,0.29,0.22,0.18,0.22,0.22,1.00,0.22,0.18,0.22,0.14,0.18
foster to foster;25;25;4400;5.67;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.61;34.00;1;0.00,0.16,0.81,0.12,0.24,0.19,1.00,0.36,0.29,0.10,0.29,0.29
how long does fostering process take;8;8;140;4.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.66;16.00;1;0.42,1.00,1.00,0.80,0.66,0.52,0.66,0.66,0.52,0.52,0.52,0.52
traumatic bonding;17;17;390;0.73;https://www.nationalfosteringgroup.co.uk/news-and-blog/what-is-a-trauma-bond-and-how-can-it-affect-children-and-young-people/;1;0.00;0.03;34.00;1;0.36,0.54,0.54,0.54,0.67,0.44,0.23,0.44,0.29,0.36,0.44,0.67
foster leeds;4;4;110;9.44;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-leeds/;1;0.00;0.71;20.00;2,3;0.42,0.66,0.80,0.66,0.66,0.52,0.52,0.42,0.23,0.33,0.23,0.33
requirements to be a foster parent;6;6;210;3.74;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.54;22.00;1;0.12,0.66,0.66,0.82,0.66,0.82,0.82,0.66,0.35,0.35,0.43,0.43
staying put;10;10;590;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/staying-put/;1;0.00;0.09;20.00;2;0.24,0.36,0.36,0.55,0.55,0.36,0.36,0.45,0.45,0.30,0.24,0.55
apply for fostering;8;8;90;23.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.71;23.00;1;0.17,0.52,0.82,1.00,0.52,0.64,0.52,0.64,0.41,0.52,0.41,0.23
foster kids;23;28;880;4.81;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.68;26.00;1;0.22,0.29,0.22,0.20,0.29,0.13,0.13,0.08,0.16,0.20,0.16,0.13
fostering devon;3;3;170;5.70;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-devon-and-cornwall/;1;0.00;0.66;27.00;2;0.66,0.66,1.00,0.80,0.80,0.80,1.00,0.66,0.80,0.80,0.80,0.80
requirements to be a foster parent uk;13;13;210;3.22;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.67;21.00;1;0.17,0.28,1.00,0.82,1.00,0.66,0.53,0.35,0.35,0.28,0.28,0.35
festival ramadan;9;9;140;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/ramadan-and-eid-festival-explained-information-for-carers/;1;0.00;0.33;31.00;1;0.09,0.09,0.05,0.09,0.09,0.09,0.09,0.44,0.54,0.44,0.09,0.09
become a foster carer uk;3;3;140;6.88;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.69;28.00;1;0.41,0.64,1.00,1.00,1.00,1.00,1.00,1.00,0.82,1.00,0.64,0.64
foster to adopt;14;14;480;1.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;1;0.00;0.42;23.00;1;0.81,1.00,1.00,0.81,1.00,0.66,0.54,0.66,0.54,0.54,0.54,0.54
family foster care;5;5;140;4.16;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.39;39.00;2;0.53,0.53,0.65,0.81,0.43,0.21,0.28,0.43,0.28,0.21,0.28,0.34
how do i become a foster parent;10;10;590;7.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.63;28.00;1;0.62,0.55,0.30,0.30,0.30,0.36,0.30,0.30,0.24,0.30,0.20,0.36
fostering in staffordshire;4;4;110;7.97;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-staffordshire/;1;0.00;0.70;27.00;2;0.52,0.33,0.80,0.42,0.33,0.09,0.52,1.00,1.00,0.66,1.00,0.04
fostering babies;17;17;590;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/short-term-fostering/;1;0.00;0.00;11.00;1;0.54,1.00,1.00,1.00,0.81,1.00,1.00,0.81,0.66,0.66,0.66,0.81
fostering panel jobs;12;15;210;0.59;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;1;0.00;0.06;9.00;0;0.81,0.81,1.00,0.81,0.81,0.65,0.43,0.65,0.43,0.81,0.65,0.65
fostering social worker jobs;13;13;390;0.92;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/;1;0.00;0.11;10.00;0;0.44,0.66,0.44,0.54,0.54,0.54,0.29,0.44,0.66,0.54,0.44,0.54
can i foster a child;11;11;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.00;22.00;1;0.23,0.53,0.66,0.66,0.53,0.43,1.00,0.66,0.43,0.43,0.43,0.53
how much does foster parenting pay;2;2;110;1.43;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.60;26.00;1;0.18,0.18,0.28,0.28,0.23,0.15,0.23,0.18,0.18,0.11,0.15,0.15
foster care earnings;8;8;90;1.69;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.51;19.00;1;0.19,0.42,0.65,0.34,0.26,0.34,0.42,0.34,0.34,0.34,0.26,0.26
foster vs adoption;7;7;90;0.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;1;0.00;0.12;13.00;0,1;0.34,0.42,0.42,0.34,0.26,1.00,0.34,0.26,0.19,0.15,0.19,0.26
personal tax allowance for foster carers;3;3;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;1;0.00;0.33;20.00;1;0.11,0.82,1.00,0.82,0.82,0.82,0.82,0.52,0.64,0.52,0.52,0.64
fostering a child uk;13;13;320;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;1;0.00;0.00;35.00;1;0.03,0.05,0.07,0.07,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.10
fostering hull;4;4;110;7.20;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-hull/;1;0.00;0.54;19.00;2;0.64,1.00,1.00,1.00,0.78,1.00,0.78,0.78,0.50,0.50,1.00,0.64
parent and child fostering allowance;12;12;260;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.00;19.00;1;0.53,1.00,0.81,1.00,0.81,1.00,1.00,0.81,0.43,0.43,0.65,0.65
fostering in bradford west yorkshire;3;3;170;7.51;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-bradford/;1;0.00;0.33;16.00;2;0.80,0.53,0.53,1.00,0.65,0.53,0.42,0.80,0.65,0.65,0.42,0.53
