domain,sources,decision,confidence,category,dr,ascore,traffic,positions,is_spam,links,ip,country,first,last,topical,signals,evidence,qa_note
142.54.190.10,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,5,,,2018-02-25,2018-04-22,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
18tokyo.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-10-25,2017-12-03,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
1builder.us,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,3,104.21.49.205,,2025-03-19,2026-07-28,Y,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
1stcallglasscare.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,3,0,0,,6,104.21.21.200,,2025-12-03,2026-07-23,Y,1,"one strong toxic signal | dead (auth=3,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
5minuteguide.net,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,23.229.209.5,,2022-02-14,2023-10-24,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
a-dinteriors.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-03-19,2017-06-20,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
abworo.pics,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,5,188.114.97.2,,2023-06-24,2023-12-21,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
adcreativevideo.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.184.163,,2026-08-30,2026-08-30,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
aemobilewallpapersh.gq,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-11-24,2018-03-04,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
agroinsursas.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,1,190.8.176.51,us,2026-03-16,2026-06-24,,1,one strong toxic signal | no organic traffic/kw (auth=4),
airlive.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-01-08,2018-02-10,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
akzent.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2018-02-16,2018-07-25,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
aloysionunes.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,4,172.67.138.242,,2026-08-28,2026-08-31,,1,one strong toxic signal | no organic traffic/kw (auth=5),
alpharettatoprated.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,104.21.71.157,,2026-07-28,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
anizcom.press,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2017-04-22,2017-09-25,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
answerism.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2020-06-19,2020-07-09,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
aozxy168.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,35.215.144.141,,2022-12-30,2023-09-17,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
appm.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2017-10-26,2017-12-07,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
appsava.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-12-29,2017-03-04,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
apsibr.pics,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,18,188.114.96.2,,2023-08-09,2023-08-29,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
archive-hu.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,3,104.21.38.108,,2026-08-26,2026-08-28,,1,one strong toxic signal | no organic traffic/kw (auth=4),
asenor.pics,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,9,188.114.96.2,,2023-08-05,2023-08-23,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
ateliereleaurorei.ro,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.203.169,,2026-03-17,2026-04-20,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
athomeinthefutureblog.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.149.71,,2025-02-25,2026-06-18,Y,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
atlantanewsdaily7.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,172.67.134.199,,2026-07-10,2026-07-10,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
atlantatoprated.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,2,104.21.67.118,,2026-07-26,2026-08-30,Y,1,one strong toxic signal | no organic traffic/kw (auth=6),
atrine.pics,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,188.114.97.2,,2023-07-13,2023-12-06,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
attitudefitness.top,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,120.24.195.144,,2025-04-20,2026-01-23,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
awesomepix.net,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2016-08-04,2016-12-01,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
awesomewomanproject.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,45.32.218.188,us,2026-01-14,2026-06-13,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
azbaseimages.net,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-04-21,2017-10-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
backan.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-10-27,2018-04-28,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
bbuidco.in,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,16,188.114.97.2,,2023-10-31,2023-12-12,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
bcb370.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-06-05,2016-08-30,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
beihaishitrade.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,172.67.161.178,,2025-03-30,,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
bergenviewtrail.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,104.21.42.4,,2023-10-18,2023-10-27,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
bestaround.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.21.48.173,,2026-08-18,2026-08-22,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
bestbeautyschoolincalgary.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,188.114.97.2,,2023-10-18,2023-10-28,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
betulcrime.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,4,104.21.11.207,,2026-08-26,2026-08-31,,1,one strong toxic signal | no organic traffic/kw (auth=4),
bizscoreai.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,20,172.67.158.113,,2026-07-07,2026-08-28,,1,one strong toxic signal | no organic traffic/kw (auth=6),
bizvelora.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,103.138.189.54,sg,2026-08-13,2026-08-13,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
bizzibid.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,4,216.137.176.69,us,2025-12-16,2026-08-31,,1,one strong toxic signal | no organic traffic/kw (auth=6),
blogestilofeminino.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,6,,,2018-04-02,2018-05-12,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
bloggrupoactialia.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,1,TRUE,1,,,2018-06-18,2019-06-04,,1,one strong toxic signal | Ahrefs is_spam=true,
blogroselin.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-06-10,2021-01-14,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
bluecantera.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,6,192.169.172.129,us,2026-03-17,2026-04-26,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
bmobilebandroidlove.ga,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-01-05,2018-03-03,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
branded-tins.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2018-01-22,2018-05-06,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
breachviews.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,4,172.67.216.74,,2026-08-26,2026-08-27,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
briefconcepts.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-09-22,2017-11-19,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
brushandroller.info,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,28,,,2018-10-30,2019-03-18,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
bulkdata.io,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,178.62.48.29,gb,2025-10-30,2026-06-30,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
businessvocal.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,3,0,0,,13,172.67.164.57,,2025-07-26,2026-03-31,,1,"one strong toxic signal | dead (auth=3,0 traffic,0 kw)",
buytshirt.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2018-09-08,2018-12-04,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
bwallpapershbb.ml,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2018-02-01,2018-02-19,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cameraamministrativasalernitana.it,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,89.46.108.67,it,2026-01-29,2026-05-08,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
candidmama.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,3,0,0,,1,185.181.255.109,us,2026-03-01,2026-09-01,,1,"one strong toxic signal | dead (auth=3,0 traffic,0 kw)",
capetownthing.co.za,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,3,0,0,,1,69.163.180.195,us,2026-03-09,2026-04-24,,1,"one strong toxic signal | dead (auth=3,0 traffic,0 kw)",
cbd-research.net,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2018-06-04,2018-07-23,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
ceemobiled.gq,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-11-28,2018-03-19,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
chadbryant.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,5,,,2017-10-19,2017-11-07,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
chattanoogatoprated.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,104.21.4.193,,2026-08-06,2026-08-29,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
chimneyproduct.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-03-22,2017-05-04,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
circuscoolschool.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-06-04,2018-06-04,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cityvetted.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,62.169.24.248,fr,2026-06-20,2026-08-24,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
clackamaswebacademy.info,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-04-01,2016-05-04,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
click2kolkata.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2019-06-20,2020-10-22,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
clifflisting.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,5,172.67.207.213,,2026-08-22,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
clvecom.press,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-04-29,2017-10-16,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cmocheatsheets.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.21.91.99,,2026-08-29,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
collegefootballschedule.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-10-30,2017-11-08,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
colormehouse.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,68.65.123.94,us,2026-01-08,2026-08-19,Y,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
computersolutionscr.info,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-10-03,2017-11-15,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
contractorsnearme.ai,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.26.5.129,,2026-02-28,2026-04-22,Y,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
contractorsup.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,15,0,0,,2,191.101.14.187,us,2026-04-30,2026-05-07,Y,1,one strong toxic signal | link-network IP 191.101.14.187 (+3 siblings),
coruzants.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,172.67.192.96,,2026-08-26,2026-09-01,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
cqzhan.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-10-29,2017-11-06,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
criticalopshacks.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2018-07-09,2018-08-08,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
crowdyhome.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,2,13.56.15.200,us,2025-10-11,2026-09-01,Y,1,one strong toxic signal | no organic traffic/kw (auth=4),
crystalcoastrentals.net,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-07-03,2017-09-04,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cubi.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,5,,,2017-11-02,2018-02-12,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cvcard.ir,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-12-11,2016-12-27,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cvillico.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.21.14.64,,2026-08-30,2026-08-30,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
daechul.co.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,172.67.128.17,,2026-08-30,2026-08-31,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
data2salesai.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,1,104.21.77.21,,2026-08-20,2026-08-29,,1,one strong toxic signal | no organic traffic/kw (auth=6),
databaseimg.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2016-10-06,2016-12-06,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dcoutesnjacob.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,1,107.180.115.34,us,2026-03-10,2026-04-19,,1,one strong toxic signal | no organic traffic/kw (auth=4),
decorologyblog.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,2,104.21.59.59,,2024-07-18,2026-06-20,Y,1,one strong toxic signal | no organic traffic/kw (auth=6),
descargas-mundiales.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-08-23,2017-09-01,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
designgfandroiddesktop.ga,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-12-10,2018-01-06,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dishwashercreations.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,69.28.90.102,us,2024-07-08,2026-07-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
disunplugged.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,2,108.171.164.213,us,2025-04-11,2026-07-06,,1,one strong toxic signal | no organic traffic/kw (auth=6),
dltech.forum,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,9,0,0,,4,67.223.118.29,us,2026-03-27,2026-07-20,,1,one strong toxic signal | link-network IP 67.223.118.29 (+5 siblings),
doordesigns.space,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-02-21,2018-03-13,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
draperiesboca.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-11-07,2017-11-15,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dream-houses.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-09-24,2017-11-20,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dtviewlx.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.21.63.213,,2025-12-19,2026-08-20,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
ducknest.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,16,,,2018-06-24,2019-01-20,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dugdo.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2017-11-06,2018-05-06,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dupurgeniefr.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,3,104.21.43.118,,2026-08-28,2026-08-28,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
eastbeachvc.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2017-10-20,2018-01-25,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
easycoin.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,8,,,2018-11-04,2018-12-13,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
eliotzigmundjazz.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,2,107.180.51.41,us,2026-03-13,2026-08-22,,1,one strong toxic signal | no organic traffic/kw (auth=4),
etradeads.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2014-02-03,2016-05-11,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
eurekster.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,64,170.9.240.198,us,2024-12-29,2026-08-14,,1,one strong toxic signal | no organic traffic/kw (auth=6),
explosivo.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-11-02,2017-12-15,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
ezio.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-01-29,2018-03-01,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
fashionclothingnews.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,2,172.67.156.33,,2026-08-28,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
fastlifesite.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,172.67.176.248,,2026-08-29,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
fdidesktopf.gq,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-12-19,2018-05-06,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
feathermountainpress.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,3,,,2015-12-05,2016-09-10,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
feslcom.press,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-04-27,2017-06-14,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
ficheroes.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,9,,,2017-11-06,2018-08-15,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
find-address-now.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,172.67.205.208,,2021-10-30,2022-01-02,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
fixthehome.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,6,0,0,,3,216.137.176.69,us,2025-07-13,2026-08-28,Y,1,one strong toxic signal | no organic traffic/kw (auth=6),MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
foaminsulationtips.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,4,172.67.185.120,,2024-04-13,2026-08-08,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
fosser.online,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,5,104.21.14.104,,2023-12-20,2024-01-31,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
francesc.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2017-09-24,2017-10-02,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
freetobuild.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,160.153.0.4,,2025-09-03,2025-10-14,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
frenchmature.me,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2017-06-10,2017-08-13,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
froecom.press,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-04-30,2017-10-02,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
generatorgator.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,5,0,0,,3,172.67.220.23,,2025-07-20,2026-08-31,,1,one strong toxic signal | no organic traffic/kw (auth=5),
georgiashutters.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,1,104.21.31.145,,2026-03-16,2026-08-27,Y,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
ggmap.co.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,3,104.21.10.112,,2026-08-26,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
ggmap.us.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,6,104.21.93.158,,2026-08-25,2026-09-01,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
gladeflowers.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,2,0,0,,5,172.67.168.3,,2026-08-25,2026-08-29,,1,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
gmailaccountreset.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,4,,,2018-06-17,2018-08-08,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
goldenpondconsulting.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-06-07,2018-07-02,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
goodhomestyle.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,1,,,2018-02-12,2018-07-14,Y,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
greattraveladvisor.com,semrush,DISAVOW,MEDIUM,Single-signal low-quality,0.0,4,0,0,,1,107.180.2.227,us,2026-04-14,2026-08-29,,1,one strong toxic signal | no organic traffic/kw (auth=4),
gunbuyback.us,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2017-10-19,2017-11-07,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
haitisoleil.com,ahrefs,DISAVOW,MEDIUM,Single-signal low-quality,0.0,0,0,0,,2,,,2016-06-26,2017-08-12,,1,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
