domain,sources,confidence,category,dr,ascore,traffic,positions,is_spam,links,ip,country,first,last,evidence
5minuteguide.net,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,23.229.209.5,,2022-02-14,2023-10-24,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
a-dinteriors.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-03-19,2017-06-20,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
abworo.pics,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,5,188.114.97.2,,2023-06-24,2023-12-21,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
adcreativevideo.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,172.67.184.163,,2026-08-30,2026-08-30,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
aemobilewallpapersh.gq,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2017-11-24,2018-03-04,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
agroinsursas.com,semrush,MEDIUM,Single-signal low-quality,0.0,4,0,0,False,1,190.8.176.51,us,2026-03-16,2026-06-24,one strong toxic signal | S:no organic traffic/keywords (auth=4)
airlive.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2018-01-08,2018-02-10,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
akzent.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,4,,,2018-02-16,2018-07-25,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
aloysionunes.com,semrush,MEDIUM,Single-signal low-quality,0.0,5,0,0,False,4,172.67.138.242,,2026-08-28,2026-08-31,one strong toxic signal | S:no organic traffic/keywords (auth=5)
alpharettatoprated.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,2,104.21.71.157,,2026-07-28,2026-08-31,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
anizcom.press,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,3,,,2017-04-22,2017-09-25,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
answerism.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2020-06-19,2020-07-09,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
aozxy168.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,4,35.215.144.141,,2022-12-30,2023-09-17,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
appm.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,3,,,2017-10-26,2017-12-07,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
appsava.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2016-12-29,2017-03-04,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
apsibr.pics,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,18,188.114.96.2,,2023-08-09,2023-08-29,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
archive-hu.com,semrush,MEDIUM,Single-signal low-quality,0.0,4,0,0,False,3,104.21.38.108,,2026-08-26,2026-08-28,one strong toxic signal | S:no organic traffic/keywords (auth=4)
asenor.pics,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,9,188.114.96.2,,2023-08-05,2023-08-23,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
ateliereleaurorei.ro,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,172.67.203.169,,2026-03-17,2026-04-20,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
athomeinthefutureblog.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,172.67.149.71,,2025-02-25,2026-06-18,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
atlantanewsdaily7.com,semrush,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,172.67.134.199,,2026-07-10,2026-07-10,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
atlantatoprated.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,2,104.21.67.118,,2026-07-26,2026-08-30,one strong toxic signal | S:no organic traffic/keywords (auth=6)
atrine.pics,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,188.114.97.2,,2023-07-13,2023-12-06,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
attitudefitness.top,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,120.24.195.144,,2025-04-20,2026-01-23,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
awesomepix.net,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2016-08-04,2016-12-01,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
awesomewomanproject.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,45.32.218.188,us,2026-01-14,2026-06-13,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
azbaseimages.net,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-04-21,2017-10-16,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
backan.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2017-10-27,2018-04-28,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
bbuidco.in,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,16,188.114.97.2,,2023-10-31,2023-12-12,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
bcb370.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2016-06-05,2016-08-30,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
beihaishitrade.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,172.67.161.178,,2025-03-30,,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
bergenviewtrail.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,104.21.42.4,,2023-10-18,2023-10-27,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
bestaround.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,104.21.48.173,,2026-08-18,2026-08-22,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
bestbeautyschoolincalgary.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,188.114.97.2,,2023-10-18,2023-10-28,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
betulcrime.com,semrush,MEDIUM,Single-signal low-quality,0.0,4,0,0,False,4,104.21.11.207,,2026-08-26,2026-08-31,one strong toxic signal | S:no organic traffic/keywords (auth=4)
bizscoreai.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,20,172.67.158.113,,2026-07-07,2026-08-28,one strong toxic signal | S:no organic traffic/keywords (auth=6)
bizvelora.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,103.138.189.54,sg,2026-08-13,2026-08-13,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
bizzibid.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,4,216.137.176.69,us,2025-12-16,2026-08-31,one strong toxic signal | S:no organic traffic/keywords (auth=6)
blogestilofeminino.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,6,,,2018-04-02,2018-05-12,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
bloggrupoactialia.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,1,True,1,,,2018-06-18,2019-06-04,one strong toxic signal | S:Ahrefs-is_spam=true
blogroselin.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2018-06-10,2021-01-14,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
bluecantera.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,6,192.169.172.129,us,2026-03-17,2026-04-26,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
bmobilebandroidlove.ga,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2018-01-05,2018-03-03,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
branded-tins.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2018-01-22,2018-05-06,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
breachviews.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,4,172.67.216.74,,2026-08-26,2026-08-27,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
briefconcepts.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-09-22,2017-11-19,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
brushandroller.info,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,28,,,2018-10-30,2019-03-18,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
bulkdata.io,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,2,178.62.48.29,gb,2025-10-30,2026-06-30,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
businessvocal.com,semrush,MEDIUM,Single-signal low-quality,0.0,3,0,0,False,13,172.67.164.57,,2025-07-26,2026-03-31,"one strong toxic signal | S:dead (auth=3, 0 traffic, 0 keywords)"
buytshirt.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,4,,,2018-09-08,2018-12-04,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
bwallpapershbb.ml,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2018-02-01,2018-02-19,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
cameraamministrativasalernitana.it,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,89.46.108.67,it,2026-01-29,2026-05-08,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
candidmama.com,semrush,MEDIUM,Single-signal low-quality,0.0,3,0,0,False,1,185.181.255.109,us,2026-03-01,2026-09-01,"one strong toxic signal | S:dead (auth=3, 0 traffic, 0 keywords)"
capetownthing.co.za,semrush,MEDIUM,Single-signal low-quality,0.0,3,0,0,False,1,69.163.180.195,us,2026-03-09,2026-04-24,"one strong toxic signal | S:dead (auth=3, 0 traffic, 0 keywords)"
cbd-research.net,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,3,,,2018-06-04,2018-07-23,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
ceemobiled.gq,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-11-28,2018-03-19,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
chadbryant.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,5,,,2017-10-19,2017-11-07,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
chattanoogatoprated.com,semrush,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,104.21.4.193,,2026-08-06,2026-08-29,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
chimneyproduct.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2017-03-22,2017-05-04,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
choiceviewwindows.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,3,3.33.152.147,us,2026-04-17,2026-08-22,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
circuscoolschool.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2018-06-04,2018-06-04,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
cityvetted.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,2,62.169.24.248,fr,2026-06-20,2026-08-24,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
clackamaswebacademy.info,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2016-04-01,2016-05-04,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
click2kolkata.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2019-06-20,2020-10-22,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
clifflisting.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,5,172.67.207.213,,2026-08-22,2026-08-31,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
clvecom.press,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-04-29,2017-10-16,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
cmocheatsheets.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,104.21.91.99,,2026-08-29,2026-08-29,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
collegefootballschedule.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-10-30,2017-11-08,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
colormehouse.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,68.65.123.94,us,2026-01-08,2026-08-19,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
computersolutionscr.info,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-10-03,2017-11-15,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
contractorsnearme.ai,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,104.26.5.129,,2026-02-28,2026-04-22,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
contractorsup.com,semrush,MEDIUM,Single-signal low-quality,0.0,15,0,0,False,2,191.101.14.187,us,2026-04-30,2026-05-07,one strong toxic signal | S:link-network IP 191.101.14.187 (+3 sibling domains)
coruzants.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,2,172.67.192.96,,2026-08-26,2026-09-01,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
cqzhan.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-10-29,2017-11-06,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
criticalopshacks.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,4,,,2018-07-09,2018-08-08,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
crowdyhome.com,semrush,MEDIUM,Single-signal low-quality,0.0,4,0,0,False,2,13.56.15.200,us,2025-10-11,2026-09-01,one strong toxic signal | S:no organic traffic/keywords (auth=4)
crystalcoastrentals.net,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-07-03,2017-09-04,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
cubi.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,5,,,2017-11-02,2018-02-12,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
cvcard.ir,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2016-12-11,2016-12-27,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
cvillico.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,104.21.14.64,,2026-08-30,2026-08-30,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
daechul.co.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,2,172.67.128.17,,2026-08-30,2026-08-31,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
data2salesai.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,1,104.21.77.21,,2026-08-20,2026-08-29,one strong toxic signal | S:no organic traffic/keywords (auth=6)
databaseimg.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2016-10-06,2016-12-06,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
dcoutesnjacob.com,semrush,MEDIUM,Single-signal low-quality,0.0,4,0,0,False,1,107.180.115.34,us,2026-03-10,2026-04-19,one strong toxic signal | S:no organic traffic/keywords (auth=4)
decorologyblog.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,2,104.21.59.59,,2024-07-18,2026-06-20,one strong toxic signal | S:no organic traffic/keywords (auth=6)
descargas-mundiales.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-08-23,2017-09-01,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
designgfandroiddesktop.ga,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-12-10,2018-01-06,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
dishwashercreations.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,69.28.90.102,us,2024-07-08,2026-07-29,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
disunplugged.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,2,108.171.164.213,us,2025-04-11,2026-07-06,one strong toxic signal | S:no organic traffic/keywords (auth=6)
dltech.forum,semrush,MEDIUM,Single-signal low-quality,0.0,9,0,0,False,4,67.223.118.29,us,2026-03-27,2026-07-20,one strong toxic signal | S:link-network IP 67.223.118.29 (+5 sibling domains)
doordesigns.space,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2018-02-21,2018-03-13,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
draperiesboca.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-11-07,2017-11-15,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
dream-houses.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-09-24,2017-11-20,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
dtviewlx.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,104.21.63.213,,2025-12-19,2026-08-20,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
ducknest.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,16,,,2018-06-24,2019-01-20,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
dugdo.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,4,,,2017-11-06,2018-05-06,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
dupurgeniefr.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,3,104.21.43.118,,2026-08-28,2026-08-28,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
e2windows.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,3,15.197.142.173,us,2026-03-27,2026-08-22,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
eastbeachvc.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,4,,,2017-10-20,2018-01-25,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
easycoin.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,8,,,2018-11-04,2018-12-13,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
eliotzigmundjazz.com,semrush,MEDIUM,Single-signal low-quality,0.0,4,0,0,False,2,107.180.51.41,us,2026-03-13,2026-08-22,one strong toxic signal | S:no organic traffic/keywords (auth=4)
etradeads.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2014-02-03,2016-05-11,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
eurekster.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,64,170.9.240.198,us,2024-12-29,2026-08-14,one strong toxic signal | S:no organic traffic/keywords (auth=6)
explosivo.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2017-11-02,2017-12-15,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
ezio.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2018-01-29,2018-03-01,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
fashionclothingnews.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,2,172.67.156.33,,2026-08-28,2026-08-29,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
fastlifesite.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,172.67.176.248,,2026-08-29,2026-08-29,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
fdidesktopf.gq,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-12-19,2018-05-06,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
feathermountainpress.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,3,,,2015-12-05,2016-09-10,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
feslcom.press,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-04-27,2017-06-14,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
ficheroes.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,9,,,2017-11-06,2018-08-15,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
find-address-now.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,172.67.205.208,,2021-10-30,2022-01-02,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
fixthehome.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,3,216.137.176.69,us,2025-07-13,2026-08-28,one strong toxic signal | S:no organic traffic/keywords (auth=6)
foaminsulationtips.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,4,172.67.185.120,,2024-04-13,2026-08-08,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
fosser.online,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,5,104.21.14.104,,2023-12-20,2024-01-31,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
francesc.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-09-24,2017-10-02,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
freetobuild.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,160.153.0.4,,2025-09-03,2025-10-14,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
frenchmature.me,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,4,,,2017-06-10,2017-08-13,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
froecom.press,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2017-04-30,2017-10-02,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
generatorgator.com,semrush,MEDIUM,Single-signal low-quality,0.0,5,0,0,False,3,172.67.220.23,,2025-07-20,2026-08-31,one strong toxic signal | S:no organic traffic/keywords (auth=5)
georgiashutters.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,104.21.31.145,,2026-03-16,2026-08-27,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
ggmap.co.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,3,104.21.10.112,,2026-08-26,2026-08-29,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
ggmap.us.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,6,104.21.93.158,,2026-08-25,2026-09-01,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
gladeflowers.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,5,172.67.168.3,,2026-08-25,2026-08-29,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
gmailaccountreset.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,4,,,2018-06-17,2018-08-08,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
goldenpondconsulting.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2018-06-07,2018-07-02,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
goodhomestyle.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2018-02-12,2018-07-14,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
greattraveladvisor.com,semrush,MEDIUM,Single-signal low-quality,0.0,4,0,0,False,1,107.180.2.227,us,2026-04-14,2026-08-29,one strong toxic signal | S:no organic traffic/keywords (auth=4)
gunbuyback.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2017-10-19,2017-11-07,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
haitisoleil.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,2,,,2016-06-26,2017-08-12,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
hannahleakirk.com,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,3,,,2019-05-09,2020-03-11,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
harian24.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,1,172.67.189.185,,2026-03-05,2026-03-05,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
hellobetty.co,semrush,MEDIUM,Single-signal low-quality,0.0,5,0,0,False,1,147.79.79.21,us,2024-04-25,2026-07-06,one strong toxic signal | S:no organic traffic/keywords (auth=5)
hghomeclub.com,semrush,MEDIUM,Single-signal low-quality,0.0,6,0,0,False,1,132.148.183.109,us,2026-01-17,2026-08-12,one strong toxic signal | S:no organic traffic/keywords (auth=6)
homebuilderdeveloper.com,semrush,MEDIUM,Single-signal low-quality,0.0,3,0,0,False,8,162.250.126.98,us,2025-06-21,2026-08-22,"one strong toxic signal | S:dead (auth=3, 0 traffic, 0 keywords)"
homeconfig.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,8,,,2018-09-26,2019-05-14,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
homeconstruct.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,12,,,2018-10-19,2019-09-03,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
homerenoworld.com,semrush,MEDIUM,Single-signal low-quality,0.0,2,0,0,False,4,216.185.212.113,us,2025-08-16,2026-09-01,"one strong toxic signal | S:dead (auth=2, 0 traffic, 0 keywords)"
hometop.us,ahrefs,MEDIUM,Single-signal low-quality,0.0,0,0,0,False,1,,,2017-07-08,2017-09-11,"one strong toxic signal | S:dead (auth=0, 0 traffic, 0 keywords)"
