Referring Domain / URL,Target URL,Anchor Text,Action Recommendation,Primary Risk Factor,Confidence Score,Backlinks,Linking Pages,Unique Anchors,Top Anchor Share,Remediation Priority,Follow (Equity) Links,Exact-Match Anchor %,Branded/URL Anchor %,Median Page AScore,Max Page AScore,Avg External Links,Nofollow %,Sponsored,Topically Relevant,Distinct Targets,Lost %,First Seen,Last Seen,Rationale
market.us,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,21,21,5,100%,no,yes,1,0%,2026-01-09,2026-08-15,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
sleepopolis.com,https://www.performancelab.com/products/sleep,Performance Lab Sleep,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,20,20,30,0%,no,yes,1,100%,2025-06-28,2026-05-16,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
tomsguide.com,https://www.performancelab.com/blogs/multi/vitamin-b6-for-sleep?srsltid=AfmBOopq6TfJYrZSq7vk_3FFPhXwNX8LgLwBIyldpefUObljFk3tHnhZ,also being studied,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,19,19,30,0%,no,yes,1,0%,2026-01-28,2026-08-20,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
sixpillars.substack.com,https://www.performancelab.com/products/nutrigenesis-multi-men,Performance Lab’s Nutrigenesis Multi,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,19,19,3,0%,no,yes,1,0%,2026-01-19,2026-08-06,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
drinkme.substack.com,https://www.performancelab.com/products/omega-3,vegan fish source,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,19,19,5,0%,no,yes,1,0%,2025-05-08,2026-08-15,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
essentialliving.substack.com,"https://www.performancelab.com/blogs/sleep/magnesium-bisglycinate-vs-glycinate#:~:text=But%20what's%20the%20difference%20between,and%20magnesium%20bisglycinate%20are%20identical.",perfpormancelab.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,19,19,12,0%,no,yes,1,0%,2025-06-28,2026-08-14,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
metro.co.uk,https://www.performancelab.com/collections/all-products,Buy a taster Pack (four bars) for £12.99,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,0%,18,18,33,100%,yes,yes,1,0%,2025-03-21,2026-06-20,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bbb.org,https://www.performancelab.com/,Visit Website,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,0%,18,18,12,100%,no,yes,1,0%,2026-02-23,2026-05-28,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
express.co.uk,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,18,18,15,100%,no,yes,1,0%,2025-11-19,2026-08-04,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
wellnes-supplements.hashnode.dev,https://www.performancelab.com/blogs/multi/what-vitamins-should-a-30-year-old-man-take?srsltid=AfmBOorL4FlVwg4lUguXwBLlS9ZMMqH4i3sY2PCQ6CKP3entnRCLdu6i,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,17,17,19,100%,no,yes,1,0%,2026-07-25,2026-08-11,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
ycombinator.com,https://performancelab.com/,https://performancelab.com/,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,17,17,20,100%,no,yes,1,100%,2025-04-22,2026-04-13,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
hotnews.ro,https://www.performancelab.com/blogs/multi/what-vitamins-should-a-30-year-old-man-take,studiu,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,17,17,21,0%,no,yes,1,0%,2025-11-14,2026-08-07,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
thesun.ie,https://www.performancelab.com/collections/nutropic,nutropic.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,16,16,23,0%,no,yes,1,0%,2025-11-21,2026-04-16,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
jpost.com,http://www.performancelab.com/pages/reviews?srsltid=AfmBOopQt47Z9PcofjXuFh60uppq-QbB9Tq3FetJ_r31m92LWDpl7Rpi.,www.performancelab.com/pages/reviews?srsltid=AfmBOopQt47Z9PcofjXuFh60uppq-QbB9Tq3FetJ_r31m92LWDpl7Rpi.,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,16,16,16,0%,no,no,1,0%,2026-03-06,2026-08-12,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
topendsports.com,https://www.performancelab.com/blogs/pre-workout/taking-pre-workout-before-work-a-good-idea,taking a pre-workout before work,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,15,15,10,0%,no,yes,1,0%,2025-06-24,2026-08-20,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
darmankade.com,https://www.performancelab.com/blogs/omega-3/how-much-omega-3-per-day-for-bodybuilding,performancelab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,14,14,8,100%,no,yes,1,0%,2025-11-02,2026-08-13,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
influencermarketinghub.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,14,14,20,100%,no,yes,1,0%,2026-01-22,2026-08-10,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
aol.co.uk,https://www.performancelab.com/blogs/fitness/benefits-of-a-punching-bag-workout,punching bag,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,0%,14,14,87,100%,no,yes,1,0%,2025-06-14,2026-04-30,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
brandfetch.com,https://performancelab.com/,performancelab.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,14,14,8,0%,no,yes,1,0%,2026-07-31,2026-08-01,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
breastcancer.org,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,14,14,8,100%,no,yes,1,0%,2026-06-18,2026-08-18,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
lifehack.org,https://www.performancelab.com/products/fat-burner,Check out Performance Lab SPORT Fat Burner here!,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,14,14,36,0%,no,yes,1,0%,2025-06-24,2026-08-03,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
ec2-52-62-101-244.ap-southeast-2.compute.amazonaws.com,https://www.performancelab.com/blogs/fitness/the-role-of-recovery-in-sports-performance?srsltid=AfmBOoqW3GxuiLf-cjlsWqzBeuyu5qC0g1oEGfvf7cR_c8TkjqqyQEKA,informative post,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,13,13,13,0%,no,yes,1,0%,2026-07-19,2026-08-12,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
jurnalul.ro,https://www.performancelab.com/,conform Performance Lab,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,13,13,24,0%,no,no,1,0%,2025-07-28,2026-08-09,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
scam-detector.com,https://performancelab.com/,performancelab.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,13,13,20,100%,no,yes,1,0%,2026-04-10,2026-07-14,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
tennis-warehouse.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,13,13,7,100%,no,yes,1,0%,2026-04-29,2026-08-12,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
t3.com,https://www.performancelab.com/collections/all-products,Nutropic webshop,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,13,13,25,0%,yes,yes,1,0%,2024-09-01,2026-08-14,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
rezerv.co,https://www.performancelab.com/blogs/immune/supplements-to-boost-the-immune-system,supplements to boost your immune system,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,13,13,14,0%,no,yes,1,0%,2025-06-29,2026-08-07,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
yourhealthmagazine.net,https://www.performancelab.com/blogs/multi/best-multivitamin-for-men,men’s daily multivitamin guide,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,12,12,17,0%,no,yes,1,0%,2026-02-15,2026-08-17,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
amberstudent.com,https://www.performancelab.com/blogs/sleep/lemon-balm-side-effects,lemon balm for sleep,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,12,12,12,0%,no,yes,1,0%,2026-03-06,2026-08-09,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
kit.com,https://www.performancelab.com/blogs/fitness/hard-training-efficient-recovery-peak-performance,fitness-fatigue model,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,12,12,10,0%,no,yes,1,0%,2026-07-04,2026-08-18,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
thestudentroom.co.uk,https://www.performancelab.com/products/sleep,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,12,12,12,0%,no,yes,1,0%,2026-03-23,2026-07-11,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
educba.com,https://www.performancelab.com/collections/all-products,nootropic snacks,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,12,12,11,0%,no,yes,1,0%,2025-06-20,2026-08-03,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
appsrankings.com,https://www.performancelab.com/,Satın Al!,KEEP_AFFILIATE_RETAIN,None - Affiliate Placement (Inferred Same Network),Medium,1,1,1,100%,-,0,0%,0%,12,12,26,100%,no,no,1,0%,2025-04-03,2026-08-13,Shares the drect.net network footprint but its redirect was not pulled. Retained by inference; confirm via the API redirect_url column.
bainbridgereview.com,https://www.performancelab.com/products/sleep,Performance Lab Sleep,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,12,12,54,100%,no,yes,1,100%,2026-02-02,2026-07-11,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
guthealth.org,https://www.performancelab.com/blogs/prebiotic/2024-health-trends-forget-the-fads-focus-on-gut-health,https://www.performancelab.com/blogs/prebiotic/2024-health-trends-forget-the-fads-focus-on-gut-health,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,12,12,19,0%,no,yes,1,0%,2025-06-28,2026-08-03,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
dontpayfull.com,https://www.performancelab.com/,performancelab.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,11,11,8,100%,no,yes,1,0%,2025-12-04,2026-08-06,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
bcorporation.net,https://global.performancelab.com/,https://global.performancelab.com/,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,11,11,13,0%,no,yes,1,0%,2025-04-18,2026-08-12,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
smallbusinesscoach.org,https://www.performancelab.com/blogs/sleep/lemon-balm-side-effects,is lemon balm safe for sleep and anxiety,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,11,11,12,0%,no,yes,1,0%,2026-03-08,2026-08-06,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
neogaf.com,https://www.performancelab.com/collections/core-range,Performance Labs Men's multi-vitamin,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,11,11,12,100%,no,yes,1,0%,2026-06-05,2026-06-05,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
doctoreto.com,https://www.performancelab.com/blogs/nutrition/inositol-for-men?srsltid=AfmBOooh4050wJK1_Fa1EhuTc6Uhcw_OqnDb9wjQ4nPcPBpLi6sCwICN,performancelab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,11,11,22,0%,no,yes,1,0%,2026-02-22,2026-07-30,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
startitup.sk,https://www.performancelab.com/blogs/nutrition/best-beet-supplement?srsltid=AfmBOoq_eyZ4E-ZcHYLyM6vN1837rA1jSdh9ROFoJrx311fbUYH1-ZU0,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,11,11,20,0%,no,yes,1,0%,2025-11-08,2026-08-21,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
inruddhealth.ghost.io,https://www.performancelab.com/products/omega-3?ref=inruddhealth.ghost.io,Check Out The Website,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,11,11,9,0%,no,yes,1,0%,2025-12-26,2026-07-31,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
sanatorium.ghost.io,https://www.performancelab.com/blogs/sleep/magnesium-bisglycinate-vs-glycinate?ref=sanatorium.ghost.io,https://www.performancelab.com/blogs/sleep/magnesium-bisglycinate-vs-glycinate,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,11,11,21,0%,no,no,1,0%,2026-07-12,2026-08-14,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
lowyat.net,https://www.performancelab.com/products/nutrigenesis-multi-women,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,11,11,14,0%,no,yes,1,0%,2026-03-29,2026-06-13,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
purehealthresearch.com,https://www.performancelab.com/blogs/energy/r-lipoic-acid-vs-alpha-lipoic-acid,*,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,10,10,39,0%,no,yes,1,0%,2025-10-17,2026-08-18,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
cornucopia.se,https://www.performancelab.com/blogs/fitness/transform-muscle-strength-and-size-with-the-3-7-method,https://www.performancelab.com/blogs/fitness/transform-muscle-strength-and-size-with-the-3-7-method,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,0,0%,100%,10,10,34,100%,no,no,1,0%,2026-07-25,2026-08-21,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
futurefit.co.uk,https://www.performancelab.com/blogs/omega-3/best-omega-3-supplement,vegan omega-3 supplements,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,10,10,8,0%,no,yes,1,0%,2026-02-11,2026-08-03,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
azbigmedia.com,https://www.performancelab.com/collections/bones-joints,take joint health supplements,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,10,10,11,0%,no,yes,1,0%,2025-05-14,2026-06-07,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
programminginsider.com,https://eu.performancelab.com/products/mind,[2],KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,10,10,14,0%,no,yes,1,0%,2026-02-07,2026-07-09,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
endomondo.com,https://www.performancelab.com/products/pre-lab-pro?a_aid=61359fdbb07de&a_cid=43c32874,Check Price,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,1,1,1,100%,-,0,0%,0%,10,10,59,100%,no,yes,1,0%,2025-04-25,2026-08-14,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
riosalado.edu,https://www.performancelab.com/blogs/joint-support/how-long-does-turmeric-stay-in-your-system,poorly absorbed,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,10,10,31,0%,no,yes,1,0%,2026-01-17,2026-08-12,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
packagingoftheworld.com,https://www.performancelab.com/uk/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,10,10,22,100%,no,yes,1,100%,2025-06-20,2026-03-26,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
lifemd.com,https://www.performancelab.com/blogs/nutrition/vitamin-c-on-an-empty-stomach,sometimes upset an empty stomach,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,0%,10,10,21,100%,no,yes,1,0%,2025-10-27,2026-08-08,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bug.hr,https://www.performancelab.com/blogs/nutrition/beef-protein-vs-whey,https://www.performancelab.com/blogs/nutrition/beef-protein-vs-whey,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,10,10,13,0%,no,yes,1,0%,2026-02-15,2026-08-16,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
fingerlakes1.com,https://www.performancelab.com/blogs/sleep/sleep-performance-benefits-montmorency-tart-cherry,Montmorency Tart Cherry,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,10,10,18,0%,no,yes,1,0%,2025-10-22,2026-07-12,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
hostingersite.com,https://www.performancelab.com/blogs/news/immune-boosting-juices-top-8-juice-recipes-for-immunity,immunity juice recipe,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,10,10,6,0%,no,yes,1,100%,2026-03-20,2026-06-06,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bnonews.com,https://www.performancelab.com/blogs/nutrition/best-pre-workout-for-women,best pre-workout without beta-alanine,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,100%,0%,10,10,7,0%,no,yes,1,0%,2026-03-18,2026-08-13,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
obviousmag.com,https://www.performancelab.com/blogs/nutrition/best-pre-workout-for-women,choosing a women’s pre-workout,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,10,10,3,0%,no,yes,1,0%,2026-07-16,2026-08-14,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
thestay-at-home-momsurvivalguide.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,10,10,10,0%,no,yes,1,0%,2026-02-05,2026-08-07,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
kit-mail6.com,https://www.performancelab.com/blogs/fitness/lifting-on-an-empty-stomach,(empty/image),KEEP_AFFILIATE_RETAIN,None - Safe Affiliate Redirect / Tracking Gateway,High,1,1,1,100%,-,1,0%,0%,9,9,0,0%,no,no,1,0%,2025-11-29,2026-08-09,"Affiliate or partner-network infrastructure; redirects and third-party hosting are expected, not a toxicity signal."
disabilityhorizons.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,9,9,15,0%,no,yes,1,0%,2026-02-08,2026-08-22,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
tapfiliate.com,https://www.performancelab.com/products/pre-lab-pro,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Safe Affiliate Redirect / Tracking Gateway,High,1,1,1,100%,-,1,0%,100%,9,9,19,0%,no,no,1,0%,2026-05-24,2026-08-18,"Affiliate or partner-network infrastructure; redirects and third-party hosting are expected, not a toxicity signal."
nutriscan.app,https://www.performancelab.com/blogs/sleep/best-nighttime-supplement-for-muscle-growth,Performance Lab Sleep Research,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,9,9,28,0%,no,yes,1,0%,2025-12-20,2026-08-09,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
rephonic.com,https://www.performancelab.com/breedlove,www.performancelab.com/breedlove,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,0,0%,100%,9,9,15,100%,no,no,1,0%,2026-07-05,2026-07-05,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
thewellnesssociety.org,https://www.performancelab.com/collections/sleep,supplements for optimal sleep,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,9,9,5,0%,no,yes,1,0%,2025-05-02,2026-08-04,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
highperformr.ai,https://www.performancelab.com/,https://www.performancelab.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,9,9,6,0%,no,yes,1,0%,2025-09-27,2026-05-10,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
9round.com,https://www.performancelab.com/blogs/fitness/how-long-should-i-spend-at-the-gym?srsltid=AfmBOooMzoICqtr0dF48Ic2DKlk5dTOcnmS2HTB2EVe4wyF5WDB2_yt6,spending hours at the gym isn't necessary to achieve your fitness goals,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,9,9,14,0%,no,yes,1,0%,2025-06-15,2026-08-22,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
starterstory.com,https://performancelab.com/,their full website ➜,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,0%,9,9,65,100%,no,yes,1,100%,2025-02-01,2026-05-05,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
labdoor.com,https://performancelab.com/,views.certified.brand.social.website.imgAlt,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,9,9,5,0%,no,yes,1,0%,2025-02-10,2026-08-10,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
trans4mind.com,https://www.performancelab.com/blogs/nutrition/best-pre-workout-for-women,pre-workout supplements for women,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,9,9,2,0%,no,yes,1,0%,2025-08-09,2026-08-08,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
1883magazine.com,https://www.performancelab.com/blogs/nutrition/pre-workout-without-beta-alanine,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,9,9,13,0%,no,yes,1,0%,2026-06-06,2026-08-11,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
americanspcc.org,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,9,9,8,0%,no,yes,1,0%,2026-02-06,2026-08-09,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
bmmagazine.co.uk,https://uk.performancelab.com/products/whole-food-multi,whole-food multivitamin,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,9,9,17,0%,no,yes,1,0%,2025-03-02,2026-08-21,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
yucatanmagazine.com,https://www.performancelab.com/blogs/multi/best-multivitamin-for-men,Performance Lab NutriGenesis,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,9,9,7,0%,no,no,1,0%,2026-05-05,2026-08-16,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
thedailyworld.com,https://www.performancelab.com/products/mind-lab-pro,Performance Lab Mind,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,0,0%,100%,9,9,25,100%,no,no,1,100%,2026-02-24,2026-06-05,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
powr.io,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,9,9,15,0%,no,no,1,0%,2026-03-15,2026-08-18,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
intheplayroom.co.uk,https://www.performancelab.com/blogs/prebiotic/best-prebiotic-supplement,learn about the benefits of prebiotic supplements,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,9,9,12,0%,no,yes,1,0%,2024-06-30,2026-08-05,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
