Referring Domain,Current Action,Proposed Action,Confidence,Ahrefs Traffic,Ahrefs Positions,Follow Links,Ahrefs is_spam,IP,Reason
freshroots.fitness,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,82.29.81.28,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
funandfitness.net,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,34.174.215.150,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
fusioncreations.co.uk,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,92.204.68.14,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
geoconsultor.cl,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,131.72.236.93,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
getcouponsworld.com,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.54.23,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
global-authority-seoexpress-group.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.209.83,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
global-backlink-pro-and-click-through-systems.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.70.63,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
global-digital-seoexpress-portal.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.165.33,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
global-guest-post-seoexpress-group.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.30.235,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
global-keyword-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.33.194,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
golden-link-building-rank-forge.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.175.89,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
goodpower.se,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,1,3,0,True,172.67.148.38,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
googleseoauthority.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.91.152,Machine-generated domain family: SEO-vendor .shop network.
googleseocompany.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.158.240,Machine-generated domain family: SEO-vendor .shop network.
googleseocraft.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.223.91,Machine-generated domain family: SEO-vendor .shop network.
googleseoexperts.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.78.137,Machine-generated domain family: SEO-vendor .shop network.
googleseopoint.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.50.155,Machine-generated domain family: SEO-vendor .shop network.
grand-link-baron-league.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.188.60,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
grand-rank-forge-topical-desk.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.40.4,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
grapheffect.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,89.116.109.31,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
grupoalpes.com.br,NOT_AUDITED,DISAVOW,Medium,1,2,0,True,146.190.41.131,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
guest-posting-and-link-equity-strategic-syndicate.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.86.95,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
guestpostlinks.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.157.100,Machine-generated domain family: SEO-vendor .shop network.
idealnet.com.hk,REVIEW_MANUALLY,DISAVOW,Medium,0,,0,True,223.197.174.21,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
jake.eu,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
janhit.in,REVIEW_MANUALLY,DISAVOW,Medium,0,4,0,True,184.168.97.86,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kawaiishop.shop,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.181.127,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
keyword-rank-backlink-pro-and-keyword-rank-depot.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.53.114,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
keyword-rank-keyword-rank-and-digital-pr-partners.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.49.235,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kick-it-soccer.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,173.201.185.104,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kmoshops.shop,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.190.188,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
koma-trade.cz,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,185.8.237.6,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kyokan.org,NOT_AUDITED,DISAVOW,Medium,2,3,0,True,195.250.20.75,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
lakefrontmarine.ca,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,198.12.239.127,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
leading-hub-for-outreach-pro-and-link-juice.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.26.224,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
leading-hub-for-page-rank-and-contextual-link.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.6.128,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
leading-partners-for-domain-rating-and-do-follow.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.51.26,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-baron-agile-on-page-directory.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.204.166,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-baron-da-pa-luxury-directory.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.222.149,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-baron-grand-cluster-works.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.148.229,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-baron-innovative-press-release-house.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.218.105,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-baron-link-juice-optimal-marketplace.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.5.74,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-baron-luxury-anchor-text-partners.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.173.224,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-baron-pro-press-release.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.222.231,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-baron-syndicate-equity.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.169.133,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-building-and-backlink-pro-leading-experts.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.67.103,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-building-and-digital-pr-trusted-partners.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.73.43,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-equity-guest-posting-and-click-through-studio.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.21.245,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
link-juice-traffic-surge-and-traffic-surge-collective.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.175.150,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
linkbarn.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.90.208,Machine-generated domain family: SEO-vendor .shop network.
linkbundle.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.138.34,Machine-generated domain family: SEO-vendor .shop network.
linkchest.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.47.213,Machine-generated domain family: SEO-vendor .shop network.
linkcollective.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.95.143,Machine-generated domain family: SEO-vendor .shop network.
linkcrate.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.22.169,Machine-generated domain family: SEO-vendor .shop network.
linkdepot.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.1.243,Machine-generated domain family: SEO-vendor .shop network.
linkfinds.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.214.102,Machine-generated domain family: SEO-vendor .shop network.
linkforgepro.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.10.95,Machine-generated domain family: SEO-vendor .shop network.
linkgrowthauthority.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.87.212,Machine-generated domain family: SEO-vendor .shop network.
linkgrowthcompany.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.162.158,Machine-generated domain family: SEO-vendor .shop network.
linkgrowthinsights.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.57.240,Machine-generated domain family: SEO-vendor .shop network.
linkgrowthsource.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.57.72,Machine-generated domain family: SEO-vendor .shop network.
linkgrowthstudio.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.12.34,Machine-generated domain family: SEO-vendor .shop network.
linkloot.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.78.69,Machine-generated domain family: SEO-vendor .shop network.
linkory.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.176.91,Machine-generated domain family: SEO-vendor .shop network.
linkrank.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.75.83,Machine-generated domain family: SEO-vendor .shop network.
linkrankboost.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.177.149,Machine-generated domain family: SEO-vendor .shop network.
linkrankpro.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.57.224,Machine-generated domain family: SEO-vendor .shop network.
linkrankseo.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.3.26,Machine-generated domain family: SEO-vendor .shop network.
linkseoalliance.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.68.231,Machine-generated domain family: SEO-vendor .shop network.
linkseoauthority.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.9.78,Machine-generated domain family: SEO-vendor .shop network.
linkseocollective.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.147.89,Machine-generated domain family: SEO-vendor .shop network.
linkseoinsights.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.181.74,Machine-generated domain family: SEO-vendor .shop network.
linkseonetwork.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.149.186,Machine-generated domain family: SEO-vendor .shop network.
linkseopro.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.63.5,Machine-generated domain family: SEO-vendor .shop network.
linkseoprovider.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.182.58,Machine-generated domain family: SEO-vendor .shop network.
linkseoservice.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.55.187,Machine-generated domain family: SEO-vendor .shop network.
linksnexa.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.130.36,Machine-generated domain family: SEO-vendor .shop network.
linkstash.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.128.191,Machine-generated domain family: SEO-vendor .shop network.
linkstock.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.3.214,Machine-generated domain family: SEO-vendor .shop network.
linkstockly.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.133.105,Machine-generated domain family: SEO-vendor .shop network.
linktrove.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.33.249,Machine-generated domain family: SEO-vendor .shop network.
linkwagon.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.219.144,Machine-generated domain family: SEO-vendor .shop network.
linkwares.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.3.180,Machine-generated domain family: SEO-vendor .shop network.
lixil-reformshop.shop,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.43.45,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
luxury-niche-edit-seoexpress-services.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.43.15,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
luxury-outrank-hq-crew.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.201.197,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
luxury-seoexpress-tier-1-house.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.49.15,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
mbcm.in,NOT_AUDITED,DISAVOW,Medium,0,,0,True,148.66.138.156,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
mindandbody.pro,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,185.158.133.1,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
muchmore.in,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,184.168.114.122,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
mycomicfind.com,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.199.8,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nanochem.com.vn,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,1,0,True,124.158.10.21,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
narwhal.city,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,65.108.37.236,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nexabacklinks.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.51.213,Machine-generated domain family: SEO-vendor .shop network.
nexusnext.agency,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.11.100,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nhdtlogs.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,103.37.60.211,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nuekin.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,0,True,46.4.222.215,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
offercoupons.org,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.38.225,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
official-anchor-text-seoexpress-system.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.69.2,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
official-domain-seoexpress.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.33.112,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
official-on-page-link-baron-division.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.46.126,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
official-seoexpress-white-hat-team.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.68.187,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
onemanarmy.in,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,184.168.114.122,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
onlinefestival.in,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,184.168.114.122,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
oppalerts.com,NOT_AUDITED,DISAVOW,Medium,53,89,0,True,173.208.201.162,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
optimal-website-outrank-hq.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.128.72,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
optimizeflow.top,REVIEW_MANUALLY,DISAVOW,Medium,0,0,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
organicrankdirect.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,104.21.4.5,Machine-generated domain family: SEO-vendor .shop network.
organicrankexpress.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.150.15,Machine-generated domain family: SEO-vendor .shop network.
organicranknetwork.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.181.238,Machine-generated domain family: SEO-vendor .shop network.
organicrankservice.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.161.92,Machine-generated domain family: SEO-vendor .shop network.
organicranksystems.shop,NOT_AUDITED,DISAVOW,High,0,0,0,True,172.67.136.77,Machine-generated domain family: SEO-vendor .shop network.
outrank-hq-anchor-text-center.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.64.187,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
outrank-hq-dr-90-paramount-system.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.168.173,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
outrank-hq-engine-dofollow.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.164.137,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
outrank-hq-legendary-white-hat.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.26.144,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
outrank-hq-master-anchor-text.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.49.226,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
outrank-hq-modern-wiki-branch.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.24.241,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
outrank-hq-platinum-high-da-exchange.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,104.21.35.141,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
outrank-hq-prime-blogger.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.164.154,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
outrank-hq-spam-score-dynamic-firm.store,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.141.179,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
pageseocollective.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.47.215,Machine-generated domain family: SEO-vendor .shop network.
pageseopartners.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.42.25,Machine-generated domain family: SEO-vendor .shop network.
pbnseolinks.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.75.217,Machine-generated domain family: SEO-vendor .shop network.
presale-vancouver.ca,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,,0,True,72.167.125.79,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
primebeautylounge.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,1,,0,True,148.66.138.126,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
quero.party,REVIEW_MANUALLY,DISAVOW,Medium,0,,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
rank-top.click,NOT_AUDITED,DISAVOW,Medium,0,,0,True,172.67.176.160,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
rankcart.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.192.134,Machine-generated domain family: SEO-vendor .shop network.
rankdeals.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.35.133,Machine-generated domain family: SEO-vendor .shop network.
rankdepot.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.182.233,Machine-generated domain family: SEO-vendor .shop network.
rankgrowthinsights.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.26.57,Machine-generated domain family: SEO-vendor .shop network.
rankgrowthservice.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.179.110,Machine-generated domain family: SEO-vendor .shop network.
rankwares.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.91.120,Machine-generated domain family: SEO-vendor .shop network.
ratingkey.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,,0,True,172.67.206.24,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
rbexcellentairportservicesinc.ca,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,5,,0,True,173.201.181.184,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
ready.pro,REVIEW_MANUALLY,DISAVOW,Medium,0,,0,True,118.139.177.45,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
ruecouponcode.com,NOT_AUDITED,DISAVOW,Medium,0,0,0,True,172.67.142.101,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
samikshaharmony.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,,0,True,104.21.48.205,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
screenshots.wiki,REVIEW_MANUALLY,DISAVOW,Medium,0,,0,True,195.20.19.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
seoboostexchange.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.25.16,Machine-generated domain family: SEO-vendor .shop network.
seoboostresults.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.209.27,Machine-generated domain family: SEO-vendor .shop network.
seogear.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.66.13,Machine-generated domain family: SEO-vendor .shop network.
seogo.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.152.104,Machine-generated domain family: SEO-vendor .shop network.
seogrowthpipeline.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.186.25,Machine-generated domain family: SEO-vendor .shop network.
seogrowthprovider.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.79.253,Machine-generated domain family: SEO-vendor .shop network.
seogrowthstudio.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.135.254,Machine-generated domain family: SEO-vendor .shop network.
seolinkcentral.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.1.99,Machine-generated domain family: SEO-vendor .shop network.
seolinkexpress.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.57.35,Machine-generated domain family: SEO-vendor .shop network.
seolinkkart.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.192.24,Machine-generated domain family: SEO-vendor .shop network.
seoloot.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,104.21.9.66,Machine-generated domain family: SEO-vendor .shop network.
seowares.shop,NOT_AUDITED,DISAVOW,High,0,,0,True,172.67.153.127,Machine-generated domain family: SEO-vendor .shop network.
similars.net,NOT_AUDITED,DISAVOW,Medium,0,,0,True,104.21.79.225,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
