Referring Domain,Action Recommendation,Primary Risk Factor,Confidence Score,Evidence Level,Remediation Priority,Backlinks (true),Backlinks (in sample),Follow (Equity) Links,Domain ascore,IP Address,C-Block,Hosting,Country,Target URL,Anchor Text,Unique Anchors,Exact-Match Anchor %,Branded/URL Anchor %,Avg External Links,Nofollow %,Topically Relevant,First seen,Last seen,Disavow Entry,Rationale
amberstudent.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,51,18.154.227.68,18.154.227.0/24,,us,https://www.performancelab.com/blogs/sleep/lemon-balm-side-effects,lemon balm for sleep,1,0%,0%,12,0%,yes,2026-03-06,2026-08-09,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
americanspcc.org,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,41,167.71.93.177,167.71.93.0/24,,us,https://www.performancelab.com/,Performance Lab,1,0%,100%,8,0%,yes,2026-02-06,2026-08-09,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
americasmall.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,1,0,,10,35.215.99.239,35.215.99.0/24,,us,,,,,,,,,2026-06-30,2026-08-19,,"1 backlink(s) from an authority-10 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
ampliz.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,34,172.67.221.143,172.67.221.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,Performance Lab,1,0%,100%,11,0%,yes,2025-01-28,2026-08-19,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
amyyroxanne.pages.dev,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,2,172.66.44.217,172.66.44.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,www.performancelab.com,1,0%,100%,11,0%,yes,2025-03-29,2026-02-07,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
anabolicsteroidforums.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,1,1,0,27,143.202.160.72,143.202.160.0/24,,cr,https://www.performancelab.com/blogs/immune/glutathione-and-vitamin-c,Glutathione and Vitamin C: Why You Should Take Them Together,1,0%,0%,8,100%,no,2025-06-12,2026-08-12,,"Domain authority 27 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
anationofmoms.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,29,173.236.227.8,173.236.227.0/24,,us,https://www.performancelab.com/blogs/omega-3/best-omega-3-supplement,leading vegan Omega-3,1,100%,0%,22,0%,yes,2025-05-05,2026-04-28,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
anganwadi.in,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,2,184.168.115.25,184.168.115.0/24,GoDaddy shared hosting,sg,,,,,,,,,2026-03-28,2026-08-23,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
angrylionfitness.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,2,50.6.248.22,50.6.248.0/24,,us,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-fat-burners,Performance Lab,1,0%,100%,17,0%,yes,2025-12-22,2026-08-20,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
anoodlife.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,2,72.61.234.81,72.61.234.0/24,,in,,,,,,,,,2026-04-16,2026-05-17,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
anywherenurse.com,KEEP_AFFILIATE_RETAIN,None - Redirect / Tracking Host (Behavioural Match),High,Link-level (in 50k sample),-,1,1,1,4,34.215.61.88,34.215.61.0/24,,us,https://www.performancelab.com/products/mind-lab-pro,(empty/image),1,0%,0%,0,0%,yes,2026-01-08,2026-08-20,,"No outbound links of its own, 100% empty anchors, and 0% of destinations carry the programme's affiliate parameters. This is link tracking, whatever the domain is called."
aol.co.uk,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,0,59,69.147.92.12,69.147.92.0/24,,us,https://www.performancelab.com/blogs/fitness/benefits-of-a-punching-bag-workout,punching bag,1,0%,0%,87,100%,yes,2025-06-14,2026-04-30,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
apental.net,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,11,172.67.180.239,172.67.180.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/products/mind-lab-pro,(empty/image),1,0%,0%,0,0%,yes,2025-06-28,2026-07-17,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
apiburger.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,2,172.67.211.83,172.67.211.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-03-29,2026-05-04,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
applefritter.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,28,66.59.109.23,66.59.109.0/24,,us,https://www.performancelab.com/,Performance Lab,1,0%,100%,14,0%,yes,2026-03-09,2026-06-17,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
arabianbodybuilding.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,10,104.21.57.65,104.21.57.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/omega-3/how-much-omega-3-per-day-for-bodybuilding,https://www.performancelab.com/blogs/omega-3/how-much-omega-3-per-day-for-bodybuilding,1,0%,100%,15,0%,yes,2025-10-28,2026-08-14,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
archivemarketresearch.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,25,172.67.73.17,172.67.73.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,Performance Lab,1,0%,100%,12,0%,no,2025-07-30,2026-06-21,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
armyprt.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,23,172.67.164.169,172.67.164.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/multi/best-multivitamin-for-men,top multivitamins for men,1,100%,0%,4,0%,yes,2026-02-12,2026-05-04,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
artinci.com,KEEP_AFFILIATE_RETAIN,None - Established Authority Domain,Low,Domain-level only (outside sample),-,1,0,,26,23.227.38.74,23.227.38.0/24,Shopify,ca,,,,,,,,,2026-05-19,2026-05-19,,Authority score 26; no spam signature. No link-level sample available to confirm anchor or placement quality.
artofhealthyliving.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,31,172.67.215.236,172.67.215.0/24,Cloudflare (shared CDN),,https://performancelab.com/products/omega-3,Performance Lab Omega 3,1,0%,100%,23,0%,yes,2025-05-21,2026-08-06,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
ashleyknowsrealestate.com,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,Link-level (in 50k sample),-,1,1,1,2,3.170.19.129,3.170.19.0/24,,us,https://www.performancelab.com/?a_aid=676000c964e7d,Performance Lab® Ultramodern Nutrition. Upgrade Yourself.,1,0%,100%,4,0%,yes,2026-01-15,2026-02-23,,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
atlaspainspecialists.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,1,1,1,35,137.184.113.64,137.184.113.0/24,,us,https://www.performancelab.com/blogs/caffeine-2/can-caffeine-cause-dizziness,click here,1,0%,0%,24,0%,no,2026-02-17,2026-08-19,,"Domain authority 35 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
atouchoffreebies.tripod.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,2,209.202.252.105,209.202.252.0/24,,us,https://www.performancelab.com/,Performance Labs,1,0%,100%,81,0%,yes,2025-09-19,2026-04-24,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
atozentherapies.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,29,34.149.87.45,34.149.87.0/24,Google Cloud,us,https://www.performancelab.com/blogs/pre-workout/are-creatine-and-caffeine-dangerous-together,creatine and caffeine before working out,1,0%,0%,10,0%,yes,2026-02-21,2026-06-30,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
attractmorematches.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,1,1,1,21,159.223.200.62,159.223.200.0/24,,us,https://www.performancelab.com/collections/immunity,take immunity supplements,1,0%,0%,19,0%,no,2026-01-15,2026-07-18,,"Domain authority 21 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
auburn-reporter.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,33,192.0.66.43,192.0.66.0/24,WordPress.com / Automattic,us,https://www.performancelab.com/products/vision,Performance Lab Vision,1,0%,100%,38,0%,yes,2026-02-17,2026-02-17,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
avgms.co.za,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,26,45.60.86.28,45.60.86.0/24,,us,https://www.performancelab.com/blogs/sleep/turmeric-and-sleep,Performance Lab,1,0%,100%,10,0%,yes,2026-06-06,2026-07-27,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
awesomehealthclub.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,20,23.227.38.32,23.227.38.0/24,Shopify,ca,https://www.performancelab.com/blogs/fat-loss/foods-with-high-thermic-effect,15 thermogenic foods,1,0%,0%,42,0%,yes,2025-07-02,2026-03-18,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
azbigmedia.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,43,141.193.213.10,141.193.213.0/24,WP Engine / managed WordPress,us,https://www.performancelab.com/collections/bones-joints,take joint health supplements,1,0%,0%,11,0%,yes,2025-05-14,2026-06-07,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
b12supplements.com,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,1,0,,2,104.21.15.209,104.21.15.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-08-05,2026-08-15,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
b2w.tv,KEEP_AFFILIATE_RETAIN,None - Established Authority Domain,Low,Domain-level only (outside sample),-,1,0,,33,199.60.103.28,199.60.103.0/24,,us,,,,,,,,,2026-08-22,2026-08-22,,Authority score 33; no spam signature. No link-level sample available to confirm anchor or placement quality.
badanfit.ir,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,0,6,147.93.59.166,147.93.59.0/24,,de,https://www.performancelab.com/blogs/pre-workout/are-creatine-and-caffeine-dangerous-together,Performance Lab: Can You Take Creatine With Caffeine? (July 2025),1,0%,100%,19,100%,yes,2025-12-11,2026-05-30,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
badankhooba.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,1,1,0,12,130.185.77.63,130.185.77.0/24,,ir,https://www.performancelab.com/blogs/fitness/dumbbell-rear-delt-fly,نشر خم با دمبل ایستاده,1,0%,0%,8,100%,no,2024-05-11,2026-08-15,,"1 backlink(s) from an authority-12 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
bainbridgereview.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,0,33,192.0.66.43,192.0.66.0/24,WordPress.com / Automattic,us,https://www.performancelab.com/products/sleep,Performance Lab Sleep,1,0%,100%,54,100%,yes,2026-02-02,2026-07-11,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
barsloadedcoffee.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,1,0,,6,23.227.38.32,23.227.38.0/24,Shopify,ca,,,,,,,,,2026-04-25,2026-07-01,,"1 backlink(s) from an authority-6 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
basicbrandsinc.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,25,23.227.38.65,23.227.38.0/24,Shopify,ca,https://www.performancelab.com/blogs/vision/vitamin-c-and-dry-eyes,Performance Labs,1,0%,100%,16,0%,no,2025-05-30,2026-03-18,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
baucemag.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,21,162.244.254.126,162.244.254.0/24,,us,https://www.performancelab.com/blogs/omega-3/best-omega-3-supplement,this Performance Lab article,1,0%,100%,13,0%,no,2025-01-06,2026-08-05,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
bbb.org,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,0,77,104.18.13.85,104.18.13.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,Visit Website,1,0%,0%,12,100%,yes,2026-02-23,2026-05-28,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bcorporation.net,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,48,104.26.5.163,104.26.5.0/24,Cloudflare (shared CDN),,https://global.performancelab.com/,https://global.performancelab.com/,1,0%,100%,13,0%,yes,2025-04-18,2026-08-12,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
bcr.org,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,14,190.180.145.59,190.180.145.0/24,,ie,https://www.performancelab.com/blogs/nutrition/taking-pre-workout-with-a-testosterone-booster,[16],1,0%,0%,22,0%,yes,2024-12-14,2026-03-31,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bearaby.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,1,1,1,42,23.227.38.65,23.227.38.0/24,Shopify,ca,https://www.performancelab.com/blogs/sleep/magnesium-and-melatonin-interaction,together,1,0%,0%,10,0%,no,2026-04-29,2026-04-29,,"Domain authority 42 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
bearaby.eu,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,1,1,1,28,23.227.38.65,23.227.38.0/24,Shopify,ca,https://www.performancelab.com/blogs/sleep/magnesium-and-melatonin-interaction,together,1,0%,0%,12,0%,no,2025-11-04,2026-06-15,,"Domain authority 28 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
benjaminkharrisk.pages.dev,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,0,172.66.46.242,172.66.46.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,www.performancelab.com,1,0%,100%,12,0%,yes,2025-06-25,2026-02-14,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
berley.co.uk,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,7,138.68.178.176,138.68.178.0/24,,gb,https://www.performancelab.com/blogs/sleep/tart-cherry-juice-vs-capsules,Tart Cherry Juice vs Capsules: Which Is Better ...,1,0%,0%,10,0%,yes,2025-05-22,2026-06-19,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bestaifitnessapp.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,15,198.202.211.1,198.202.211.0/24,Squarespace,us,https://www.performancelab.com/blogs/fitness/dumbbell-rear-delt-fly,The rear delt fly,1,0%,0%,23,0%,yes,2026-01-25,2026-08-21,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bestdarnvegan.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,6,23.227.38.65,23.227.38.0/24,Shopify,ca,https://global.performancelab.com/products/nutrigenesis-multi-men,Performance Lab NutriGenesis Multivitamin,1,0%,100%,14,0%,yes,2026-02-02,2026-02-02,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
bestnootropics.info,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,1,0,,0,76.76.21.21,76.76.21.0/24,Vercel,us,,,,,,,,,2026-05-03,2026-06-09,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
bestofhealthshow.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,5,68.65.120.237,68.65.120.0/24,,us,https://www.performancelab.com/blogs/wellness,(empty/image),1,0%,0%,0,0%,yes,2025-03-15,2026-03-04,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
betterhood.in,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,25,162.159.135.42,162.159.135.0/24,Cloudflare (shared CDN),us,https://www.performancelab.com/blogs/multi/vitamin-b6-for-sleep,https://www.performancelab.com/blogs/multi/vitamin-b6-for-sleep,1,0%,100%,24,0%,yes,2026-03-18,2026-08-07,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
betterlife.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,21,100.50.156.102,100.50.156.0/24,,us,https://www.performancelab.com/products/mind,official website,1,0%,0%,1,0%,yes,2026-03-14,2026-08-09,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
betternutritionnews.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,0,7,140.82.12.69,140.82.12.0/24,,us,https://www.performancelab.com/products/prebiotic,Performance Lab Prebiotics,1,0%,100%,26,100%,yes,2026-01-19,2026-08-10,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
betwinnermirror.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,2,172.67.172.111,172.67.172.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-08-24,2026-08-24,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
beyondfitnessclub.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,0,2,75.119.200.148,75.119.200.0/24,,us,https://www.performancelab.com/blogs/fitness/benefits-of-a-punching-bag-workout,Simon D. Kehoe’s 1872 patent,1,0%,0%,10,100%,yes,2025-11-30,2026-08-17,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bicyclenest.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,2,172.67.163.37,172.67.163.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-03-28,2026-08-03,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
bicyclingland.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,6,35.213.187.205,35.213.187.0/24,,sg,https://www.performancelab.com/blogs/fitness/steady-state-cardio?srsltid=AfmBOoq3tIDaIP-5GNrzWn8hZIzArOBrH-va5TN1Yha93t400BTDG6uo,this type of training,1,0%,0%,8,0%,yes,2025-08-23,2026-08-06,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bioglobal.ro,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,1,1,1,6,57.129.87.2,57.129.87.0/24,,de,https://www.performancelab.com/blogs/omega-3/omega-3-and-coq10-together,studiilor,1,0%,0%,14,0%,no,2026-01-15,2026-08-22,,"1 backlink(s) from an authority-6 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
biohackjournal.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,2,145.223.77.242,145.223.77.0/24,,us,https://www.performancelab.com/products/omega-3,Performance Lab’s Omega-3,1,0%,100%,1,0%,yes,2025-09-14,2026-06-16,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
biovanish.blogspot.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Link-level (in 50k sample) + risk triage (lowest tier),-,1,1,1,2,142.251.167.132,142.251.167.0/24,,us,https://www.performancelab.com/blogs/fat-loss/l-theanine-for-weight-loss,L-theanine,1,0%,0%,15,0%,no,2025-06-16,2026-07-15,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
bisprofit.com,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,1,0,,2,104.21.80.31,104.21.80.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-08-01,2026-08-17,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
bitbuzz.org,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,1,0,,5,184.168.108.151,184.168.108.0/24,,sg,,,,,,,,,2026-05-14,2026-05-14,,"1 backlink(s) from an authority-5 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
bjjee.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,36,143.244.179.51,143.244.179.0/24,,us,https://www.performancelab.com/blogs/news/immune-boosting-juices-top-8-juice-recipes-for-immunity,juices for stronger immunity,1,0%,0%,17,0%,yes,2026-01-17,2026-08-21,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
blimpp.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,20,35.197.214.99,35.197.214.0/24,,gb,https://www.performancelab.com/,Performance Lab®,1,0%,100%,1,0%,yes,2025-05-30,2026-08-08,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
blkgrn.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,34,23.227.38.65,23.227.38.0/24,Shopify,ca,https://www.performancelab.com/blogs/nutrition/feeling-tired-after-workout,how to recover wgen you're tired after working out,1,0%,0%,5,0%,yes,2026-04-01,2026-05-29,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
blkgrn.mom,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,2,172.67.186.152,172.67.186.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/nutrition/feeling-tired-after-workout,how to recover wgen you're tired after working out,1,0%,0%,5,0%,yes,2026-06-24,2026-08-22,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
blog99448.wordpress.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,0,192.0.78.12,192.0.78.0/24,WordPress.com / Automattic,us,,,,,,,,,2026-06-29,2026-06-29,,"1 backlink(s) from an authority-0 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
blogpixi.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,1,0,,6,104.21.22.173,104.21.22.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-04-20,2026-08-01,,"1 backlink(s) from an authority-6 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
bloomberry.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,0,30,162.159.135.42,162.159.135.0/24,Cloudflare (shared CDN),us,https://performancelab.com/,Performance Lab,1,0%,100%,32,100%,no,2026-05-24,2026-06-04,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
